FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia
1019527,BROOKINGS HARBOR FARMERS MARKET,http://www.101farmersmarket.com/,https://www.facebook.com/Brookingsharborfarmersmarket/,,,
1018280,Brookland Tuesday Farmers Market,http://www.lickingcreekbendfarm.com,https://www.facebook.com,,,https://www.instagram.com/lickingcreekbendfarm/
1012257,Brookland's Monroe St Farmers Market,http://www.community-foodworks.org/monroe-street-ne,https://www.facebook.com/FarmersMarketontheArtsWalk/,https://twitter.com/monroestfm,,
1012091,Brookline Farmers' Market,http://brooklinefarmersmarket.com,https://www.facebook.com/BrooklineFarmersMarket/,,,https://www.instagram.com/brooklinefarmersmarket/
1000100,Brooklyn Borough Hall Greenmarket,http://www.grownyc.org,https://www.facebook.com/BrooklynGreenmarkets,,,
1007767,Brooklyn FM,http://www.nectfarmersmarket.org,,,,
1002427,Brookside Farmers' Market,http://www.brooksidefarmersmarket.com,www.facebook.com/BrooksideFarmersMarket,https://twitter.com/BKSfarmersmkt,,www.instagram.com/brooksidefarmersmarket/
1006584,Brookside Farmers' Market,http://www.pcfma.com/market_home.php?market_id=75,,,,
1008379,Brooksville Farmers' Market,,https://www.facebook.com/BrooksvilleMaineFarmersMarket,,,
1001086,Brookville Farmers Market,,https://www.facebook.com/groups/63096253830/,,,
1005909,Brookwood Farmers Market,http://www.brookwoodfarmersmarket.com,,,,
1012171,Broome County Regional Farmers Market,http://www.bcregionalmkt.com,Facebook.com/broomecountyregionalfarmersmarket,,,
1017989,Broomfield Farmers Market at Holy Comforter Episcopal Church,http://www.holycomforterchurch.net/broomfield-farmers-market/,www.facebook.com/Broomfield-Farmers-Market-at-Holy-Comforter-205491972824879/,,,
1018135,Brown Deer Farmers Market,http://www.browndeerfarmersmarket.org,www.facebook.com/BrownDeerFarmersMarket,,,
1019468,Brown University Farmers Market,https://www.farmfreshri.org/,https://www.facebook.com/brownfarmersmarket/,https://twitter.com/FarmFreshRI?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,
1017938,Brownsburg Farmers Market,http://www.brownsburg.org,facebook.com/brownsburgfarmersmarket,,,
1009721,Brownstown Farmers Market,http://www.brownstowndda.org,https://www.facebook.com/BrownstownFarmersMarket?ref=hl,,,
1004188,"Brownstown, Indiana Farmer's Market",http://www.brownstownchamber.org,,,,
1001326,Brownsville Farmers Market,http://www.brownsvillefarmersmarket.net,,,,
1001910,Brownsville Farmers Market,http://www.gocfa.org,,,,
1006168,Brownsville Farmers' Market,http://www.brownsvillefarmersmarket.com,https://www.facebook.com/BrownsvilleFarmersMarket,,,
1008924,Brownsville Pitkin YM,http://www.grownyc.org,https://www.facebook.com/BrooklynGreenmarkets,,,
1008922,Brownsville Rockaway YM,http://www.grownyc.org,https://www.facebook.com/BrooklynGreenmarkets,,,
1009204,Brownwood Farmers Market,http://www.localharvest.org/brownwood-farmers-market-M59762,,,,
1017968,Bruce Community Farmers Market,,Bruce Community Farmers Market,,,
1000211,Bruceton Farmers' Market,http://www.pcfamilyfit.org,,,,
1016892,Brunswick Farmer's Market,http://www.brunswickfoodforest.org,Brunswick Farmer's Market,,,
1006260,Brunswick Farmers Market,http://www.townofbrunswick.org,,,,
1008607,Brunswick-Topsham Land Trust Farmers' Market at Crystal Spring Farm,http://www.btlt.org/farmers-market,,,,
1007369,Brush Farmers Market,http://www.brushchamber.org,,,,
1008485,Bryn Mawr Farmers' Market,http://www.farmtocity.org/FarmersMarkets.asp,https://www.facebook.com/Bryn-Mawr-Farmers-Market-104172772952887/,https://twitter.com/FarmtoCity,,
1011923,BTN Lake Nona Farmers Market,http://BTNLakeNonaFarmersMarket.weebly.com,https://www.facebook.com/LakeNonaFarmersFreshMarket/,,,www.BTNWildlife.org
1006164,Buchanan Farmer' Market,http://www.buchananfarmersmarket.com,,,,
1008472,Buckeye Acres Farmers' Market,http://www.buckeye-acres.com,,,,
1011832,Buckeye Farmer's Market,http://www.buckeyeaz.gov,https://www.facebook.com/buckeyeaz.gov,https://twitter.com/buckeyeazgov,https://www.youtube.com/watch?v=IZmrP_tIBeo,
1009437,Buckfield Farmer's Market & Co op,,https://www.facebook.com/BuckfeildFarmersMarketCoOp,,,
1001707,Buckhannon - Upshur Farmer's Market Association,,www.facebook.com/BuckhannonUpshurFarmerMarket,,,
1009376,Buckland Farm Market,http://www.bucklandfarmmarket.com/,https://www.facebook.com/pages/Buckland-Farm-Market/102039677901,,,
1019218,Buckroe Beach Farmers Market,http://villagevents@cox.net,,,,
1008953,Bucksport Bay Farmers' Market,,https://www.facebook.com/BucksportBayFarmersMarket,,,
1000170,Buena Vista Community Market,http://www.bvmarket.com,,,,
1002305,Buffalo Main Street Market,http://www.mainstreetbuffalo.org,,,,
1010621,Bunnell Farmers Market,,https://www.facebook.com/bunnellfarmswapandmarket?ref=hl,,,
1000843,Burbank Certified Farmers' Market,http://www.burbankfarmersmarket.org,https://www.facebook.com/burbankfarmersmarket,@BurbFarmMkt,,burbankfarmersmarket
1001541,Burien Farmers Market,http://www.discoverburien.com,,,,
1019492,Burke ,https://www.fairfaxcounty.gov/parks/farmersmarkets/burke,https://www.facebook.com/events/786233015044186/,,,@fairfaxfarmmarkets
1018514,Burke Area Farmers Market,https://www.burkeareafarmersmarket.com,https://www.facebook.com/BurkeAreaFarmersMarket/,,,
1019241,Burkesville Farmers Market,,facebook.com/cumberlandcountyfood,,,
1009233,Burleson Farmers Market,http://www.burlesonfarmersmarket.com/,,,,
1011375,Burlingame Farmers Market,,https://www.facebook.com/pages/Burlingame-Kansas-Farmers-Market/1392689114394059?fref=ts&ref=br_tf,,,
1005322,Burlingame Fresh Market Farmers Market,http://www.burlingamechamber.org,,,,
1007666,Burlington County Farmers Market,http://www.burlcoagcenter.com,,,,
1011402,Burlington Downtown Farmers Market,http://www.farmersfeedingfolks.org,https://www.facebook.com/FarmersFeedingFolks,https://twitter.com/FarmMarketBurNC,,
1005892,Burlington Farmers Market,http://www.coffeycountychamber.com,,,,
1012090,Burlington Farmers Market,http://www.burlingtonfarmersmarket.org,https://www.facebook.com/Burlington-Farmers-Market-115041215180553/,,,
1019316,Burlington Farmers Market,http://www.burlingtonfarmersmarket.org/,https://www.facebook.com/BurlingtonFarmersMarketVT,,,Instagram:  @bfmvermont
1011043,Burlington Farmers' Market,http://www.farmersmarketburlington.org,,,,
1010100,Burlington New North End Farmers Market,http://www.farmersmarket.05408.org,https://www.facebook.com/pages/New-North-End-Farmers-Market/153281078060256,,,
1009303,Burnap's Farm Market & Garden Cafe,,https://www.facebook.com/BurnapsFarmMarket,,,
1004249,Burnet Road Farmers' Market,http://www.funkytonkfarmersmarket.com,https://www.facebook.com/funkytonkfarmersmarket,,,
1008964,Burnett County Farmers' Markets - Alpha,,https://www.facebook.com/pages/Burnett-County-Farmers-Markets,,,
1012716,Burnett County Farmers' Markets - Grantsburg - Burnett Medical Center,,https://www.facebook.com/Burnett-County-Farmers-Markets-250874305027758/,,,
1008967,Burnett County Farmers' Markets - Grantsburg - Library,,https://www.facebook.com/Burnett-County-Farmers-Markets-250874305027758/,,,
1008969,Burnett County Farmers' Markets - Siren,,https://www.facebook.com/Burnett-County-Farmers-Markets-250874305027758/,,,
1006194,Burney Certfied Farmers Market,http://www.shastagrowersassociation.com,,,,
1004904,Burnsville Farmers Market II,http://www.stpaulfarmersmarket.com,,,,
1012559,Burnt Hills Farmers Market,,Route 50 Green Market,,,
1019423,Burrillville Farmers Market,http://burrillvillefarmersmarket.org,Burrillville Farmers Market,,,
1004727,Bushwick Farmers' Market,http://www.EcoStationNY.org,,,,
1004730,Bushwick Farmers' Market Satellite Farm Stand,http://www.EcoStationNY.org,,,,
1005485,Butler Farmers Market,http://www.ButlerFarmersMarket.com,,,,
1001362,Butte Farmers Market,http://www.mainstrreetbutte.org/fmarket.htm,https://www.facebook.com/ButteFM,,,
1010322,Buy Fresh Buy Local of North Carolina Farmers Market - Salisbury,http://seedfoundationnc.com/?page_id=134,https://www.facebook.com/BuyFreshBuyLocalNC,,,
1010321,Buy Fresh Buy Local of North Carolina Farmers Market - Spencer,http://seedfoundationnc.com/?page_id=134,https://www.facebook.com/BuyFreshBuyLocalNC,,,
1008380,Byrd House Market,http://byrdhousemarket.blogspot.com,https://www.facebook.com/byrdhousemarket,,,
1005481,Byrne's Mill Farmers' Market,http://www.byrnesmill.org/farmersmarket,,,,
1002617,Byron Farmer's Market,,https://www.facebook.com/ByronCenterFarmersMarket,,,
1007741,C Street Market,http://www.itsalldowntown.com/c-streetmarket,,,,
1010702,Cabool Area Farmers' Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=2553,,,,
1009640,Cache Valley Gardeners' Market ,http://www.gardenersmarket.org,https://www.facebook.com/cachevalleygardenersmarket,,,
1004299,Cadiz Trigg County Farmer's Market,,https://www.facebook.com/cadiztriggfarmersmarket,,,
1004927,Cagan Crossings Farmers' Market,,https://www.facebook.com/caganfarmersmarket/,,,
1002026,Caldwell Farmers Market,,http://www.facebook.com/pages/Kauneonga-Lake-Farmers-Market/112206352134212,,,
1005821,Caldwell Farmers Market,http://www.caldwellidfarmersmarket.com,https://www.facebook.com/pages/Caldwell-Farmers-Market/78644466683,,,
1002113,Caledonia Farmers Market,http://www.caledoniafarmersmarket.org,,,,
1018262,Caledonia Farmers Market Association - Saturday,https://sites.google.com/site/caledoniafarmersmarket/,https://www.facebook.com/St.J.Farmers.Market/,,,
1018263,Caledonia Farmers Market Association - Winter,https://sites.google.com/site/caledoniafarmersmarket/,https://www.facebook.com/St.J.Farmers.Market/,,,
1002174,Calera Farmers Market,http://www.calerafarmersmarket.com,,,,
1010783,Calexico Farmers Market,http://calexicorecreation.org/events/calexico-farmers-market,https://www.facebook.com/clxfarmersmarket,,,
1001554,Calgo Gardens Farmers Market,http://www.calogardens.com,,,,
1002788,Calhoun County Farmers Market,http://www.aces.edu/calhoun,,,,
1007348,California Avenue Farmers' Market,http://www.urbanvillageonline.com,,,,
1018459,California Farmers Market,https://www.visitstmarysmd.com/food-drink/detail/california-farmers-market,https://www.facebook.com/CaliforniaBAEFarmersMarket,,,
1009017,Calistoga Farmers Market,http://www.calistogafarmersmarket.com,,,Calistoga Farmers Market,
1008263,Callaway Community Farmers' Market,http://www.WaterfrontMarkets.org,https://www.facebook.com/Callaway.Community.Farmers.Market,,,
1003561,Callaway Gardens Farmers Market,http://www.callawaygardens.com/info/calendar/calendar.farmers-market.event.aspx,,,,
1002666,Callicoon Farmers Market,http://www.sullivancountyfarmersmarkets.org,https://www.facebook.com/scfma,,,
1002669,Callicoon Indoor Winter Farmers' Market,http://www.sullivancountyfarmersmarkets.org,https://www.facebook.com/scfma,,,
1004192,Calvert County Farmers Market - Barstow,http://www.calvertag.com,https://www.facebook.com/#!/pages/Calvert-County-Farmers-Market-Association/593391767347027,,,
1004193,Calvert County Farmers Market - Prince Frederick,http://www.calvertag.com,https://www.facebook.com/#!/pages/Calvert-County-Farmers-Market-Association/593391767347027,,,
1004194,Calvert County Farmers Market - Solomons,http://www.calvertag.com,https://www.facebook.com/#!/pages/Calvert-County-Farmers-Market-Association/593391767347027,,,
1010782,Camano Island Farmers Market,,www.facebook.com/summeroncamano,,,instagram.com/camanofarmersmarket
1018257,Camarillo Hospice Certified Farmers Market,http://camarillofarmersmarket.com,,,,
1010081,Camas Farmer's Market,http://www.camasfarmersmarket.org,https://www.facebook.com/#!/pages/Camas-Farmers-Market/45735637022,no,no ,no
1007349,Cambrian Park Farmers' Makret,http://www.urbanvillageonline.com,,,,
1012479,Cambridge Central Square Farmers Market,http://www.massfarmersmarkets.org,www.facebook.com/CentralSquareFarmersMarket,@MAFarmMarkets,,
1001638,Cambridge Farmers Market,http://www.cambridgeidaho.com,,,,
1002969,Cambridge Main Street Farmers' Market,http://www.cambridgemainstreet.com/index.php?page=main-street-farmers-market,https://www.facebook.com/pages/Cambridge-Farmers-Market/349629905059203?fref=ts,,,
1010107,Cambridge Open Air Market,http://www.cambridgewi.com,https://www.facebook.com/pages/Cambridge-Farmers-Market/256457801041850?ref=hl,,,
1018781,Cambridge Valley Farmers Market,,https://www.facebook.com/Cambridge-Farmers-Market-228215317663/,,,
1005216,Camden AHEC Farmers Market,http://www.camden-ahec.org,,,,
1004233,Camden Avenue Farmers Market,http://CamdenAveFarmersMarket.com,https://www.facebook.com/CamdenAvenueFarmersMarket,,,
1000122,Camden Farmers Market,http://www.iatp.org/minimarkets,,,,
1002674,Camellia City Farmers Market,http://www.camelliacitymarket.org,https://www.facebook.com/CamelliaCityMarket,,,Facebook.com/CamelliaCityMarket 
1018502,Cameron Park Farmers Market,http://cameronparkmarket.org/,https://www.facebook.com/cameronparkfarmersmarket/,,,
1003776,Cameron Park Wednesday Farmers' Market,http://www.eldoradofarmersmarket.com,,,,
1009861,Camp Lejeune Farmers Market,http://www.onslowncfarmersmarket.com,,https://twitter.com/FarmersMarketNC/,,
1006428,Campbell County Farmers Market Association,http://www.ccfarmersmarket.net,https://www.facebook.com/campbellcountyfarmmarket,,,
1006429,Campbell County Farmers Market Association,http://www.ccfarmersmarket.net,https://www.facebook.com/campbellcountyfarmmarket,,,
1009653,Campbell County Farmers Market Association,http://www.ccfarmersmarket.net,https://www.facebook.com/campbellcountyfarmmarket,,,
1007356,Campbell Farmers' Market,http://www.urbanvillageonline.com/,,,,
1006978,Campton Farmers' Market,,None,None,None,None
1006485,Canaan Farmers' Market,http://www.canaanmefarmersmarket.webs.com/,,,,
1011170,Canaan Farmers' Market,,Canaan Farmers' Market,,,
1009034,Canal District Farmers Market ,http://Canaldistrictfarmersmarket.com,https://www.facebook.com/canaldistrictfarmersmarket,https://twitter.com/Canaldistrict,,Instagram @canaldistrict
1009411,Canal Fulton Farmers Market ,http://www.localharvest.org/canal-fulton-farmers-market-M23597,,,,
1012183,Canal Market District,http://www.canalmarketdistrict.org,facebook.com/canalmarketdistrict,,,Instagram @canalmarketdistrict
1001214,Canal Winchester Farmers Market,http://www.thecwfm.com,,,,
1002058,Canandaigua Farmers Market,http://www.canandaiguafarmersmarket.com,,,,
1002837,Canandaigua VA Medical Center Farmers Market,,http://www.facebook.com/VACanandaigua,,,http://www.canandaigua.va.gov/news/index.asp
1006790,Canby Saturday Market,http://www.canby.com/canbycbr,https://www.facebook.com/CanbySaturdayMarket,,,
1003627,Cane River Green Market,http://www.canerivergreenmarket.com,https://www.facebook.com/CRGreenMarket,,,
1012548,Cannon Beach Farmers Market,http://Cannon Beach Market.org,Cannon Beach Farmers Market,info@cannon Beach Farmers Market,,
1008796,Cannon Park Community Market,http://www.cannonparkmarket.com,https://www.facebook.com/CannonParkCommunityMarket,https://twitter.com/CannonParkCM,,
1012038,Canoga Park Certified Farmers Market,http://coastalpacificinfo.us,https://www.facebook.com/canogafarmersmarket/,,,
1018360,Canon City Farmers Market,http://canoncityfarmersmarket.com,canoncityfarmersmarket,,,
1012636,Canterbury Community Farmers Market Association,http://www.ccfma.net,Canterbury Community Farmers Market Association,,,
1001397,Canton Farmers Market,http://www.cantonhdl.com,,,,
1002869,Canton Farmers Market,http://www.canton-mississippi.com,,,,
1006495,Canton Farmers Market,http://www.extension.uiuc.edu/fulton,,,,
1008518,Canton Farmers Market,http://www.cantonfarmersmarket.org,https://www.facebook.com/CantonNYFarmersMarket?fref=ts,,,
1017959,Canton Farmers Market,http://www.canton-mi.org/,https://www.facebook.com/cantonfarmersmarket/,,,
1009677,Canton Farmers Market and Heritage Crafts,http://focusofcanton.com/farmers-market-canton-nc.html,https://www.facebook.com/CantonThursdayFarmersMarketAndMore?ref=hl,,,
1005102,Canton Farmers' Market,http://www.cantonfarmersmarket.com,https://www.facebook.com/CantonOhioFarmersMarket?fref=ts,,,
1005101,Canton Farmers' Market,http://www.cantonfarmersmarket.com,https://www.facebook.com/CantonOhioFarmersMarket?fref=ts,,,
1010438,Canyonville Farmer's Market,http://www.CanyonvilleFarmersMarket.org,https://www.facebook.com/CanyonvilleFarmersMarket,,,
1005325,Cape Ann Farmers Market,http://www.capeannfarmersmarket.org,,,,
1005326,Cape Ann Farmers Market,http://www.capeannfarmersmarket.org,,,,
1018068,Cape Coral Farmers' Market,http://www.CapeCoralFarmersMarket.com,Cape Coral Farmers Market,https://twitter.com/capecoralfarmer,,
1006963,Cape Girardeau Farmers' Market,,https://www.facebook.com/pages/Cape-Farmers-Market/105485396140615,,,
1005285,Cape Riverfront Market,http://www.caperiverfrontmarket.com,https://www.facebook.com/CapeRiverfrontMarket,https://twitter.com/CapeRiverMarket,,http://pinterest.com/crmmarket/
1011930,Capital City Farmers Market,http://www.downtowndoverpartnership.com/,https://www.facebook.com/capitalcityfarmersmarket/,,,
1004444,Capital City Farmers Market,http://capcitymarket.wordpress.com,https://www.facebook.com/pages/Capital-City-Farmers-Market/443225632425416,,,
1006925,Capital City Farmers Market,http://www.destinationtrenton.com/events/event-markets/,https://www.facebook.com/trentondowntownassociation/?fref=ts,https://twitter.com/trentondowntown,,
1018446,Capital City Farmers Market - Indoor,http://montpelierfarmersmarket.com,@montpelierfarmersmarket,,,Instagram @montpelierfarmersmarket
1018443,Capital City Farmers Market - Outdoor,http://montpelierfarmersmarket.com,@montpelierfarmersmarket,,,Instagram @montpelierfarmersmarket
1000314,Capital District Farmers Market in Menands,http://www.capitaldistrictfarmersmarket.org,,,,
1010194,Capital District Physicians' Health Plan Farmers Market,http://www.cdphp.com/en/Classes-And-Events/farmers-market,,,,
1018359,Capital Harvest on the Plaza,http://www.capitalharvestdc.com,CapitalHarvestonthePlaza,@CapHarvestDC,,
1008481,Capital Regional Medical Center Farmers' Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1769,,,,
1004765,Capitan Farmers' Market,http://www.ataclincolncounty.org,,,,www.FarmersMarketsNM.org
1004165,Capitol Hill Farmers Market,http://www.seattlefarmersmarkets.org,https://www.facebook.com/broadwayfarmersmarket,https://twitter.com/seattlefarmmkts,,
1004827,Capitol Market,http://www.capitolmarket.net,,,,
1016796,Capitol Midweek Farmers Market,http://www.kdheks.gov/bhp/farmers_market/ ,,,,
1009280,Capitol Riverfront Farmers Market at Canal Park,,https://www.facebook.com/pages/Capitol-Riverfront-Farmers-Market-at-Canal-Park/106331419410626,,,
1004700,Capitol View Farmers Market,http://www.capitolviewfarmersmarket.com,https://www.facebook.com/pages/Capitol-View-Farmers-Market/204572939582186,,,
1002791,Captina Produce Auction,http://www.captinaproduceauction.com,,,,
1018375,Captiva Island Farmers Market at South Seas Resort,http://BuyLocalLee.com,CaptivaIslandFarmersMarket,,,
1006857,Carbondale Community Friday Night Fair,http://www.carbondalemainstreet.com,https://www.facebook.com/pages/Carbondales-Friday-Night-Fair/198291346855741,https://twitter.com/CdaleFridayFair,,
1003292,Carbondale Farmers Market,http://www.carbondalefarmersmarket.com/,,,,
1011167,Carbondale Farmers' Market,,https://www.facebook.com/pages/Carbondale-Farmers-Market/108003322564892,https://twitter.com/cfm1975,,
1012654,Carefree Farmers Market,http://www.arizonacommunityfarmersmarkets.com/FM_Carefree.html,https://www.facebook.com/Carefree-Farmers-Market-151858821512415/,https://twitter.com/CarefreeMarket,,
1003478,Caribou Farmers Market,http://www.cariboumaine.net,,,,
1012670,Carlisle Farmer's Market,,http://www.facebook.com/CarlisleFarmersMarket/,,,
1011230,Carlisle Farmers Market,http://Carlislefarmersmarket.org,,,,
1004804,Carlsbad Downtown Farmers' Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,https://www.facebook.com/CarlsbadDowntownFarmersMarket,,,
1017923,Carlton County Farmers Market Carlton,http://carltoncountyfarmersmarket.com,Carlton County Farmers Market,,,
1017922,Carlton County Farmers Market Cloquet,http://carltoncountyfarmersmarket.com,Carlton County Farmers Market,,,
1002693,Carlyle Courthouse Square Farmers Market,http://www.playandstaycarlyle.com,,,,
1007367,Carmel Farmers Market,http://www.carmelfarmersmarket.com,https://www.facebook.com/carmelfarmersmarket,https://twitter.com/carmelfarmmrkt,,
1008450,Carmel Farmers Markets at the Barnyard Shopping Village,http://www.montereybayfarmers.org,https://www.facebook.com/pages/Monterey-Bay-Certified-Farmers-Markets/112446802152723,https://twitter.com/MBFarmersMarket,,www.edibleparadise.com
1006651,Carnation Farmers Market,http://www.carnationfarmersmarket.org,https://www.facebook.com/pages/Carnation-Farmers-Market/113831768657527,https://twitter.com/CarnationFmrMkt,,https://www.instagram.com/carnationfarmersmarket/
1009038,Caro Farmers Market,http://www.carochamber.org,https://www.facebook.com/pages/Caro-Farmers-Market/156760491000879,,,
1010092,Carolina Beach Farmer's Market,http://carolinabeachfarmersmarket.com/,https://www.facebook.com/CarolinaBeachFarmersMarket,,,
1012028,Carolina Forest Farmers Market,http://waccamawmarkets.org/,https://www.facebook.com/WaccamawMarketCooperative/,,,
1019417,Carolina fresh market and more,,CarolinafreshmarketandmoreSC,,,
1010106,Caroline Farmers Market,http://www.brooktondalecc.org,https://www.facebook.com/pages/Caroline-Farmers-Market/274996612592699,,,
1011610,Carousel Park Farmers Market,http://www.nccde.org/farmersmarkets,https://www.facebook.com/pages/New-Castle-County-Farmers-Market-Program/1428440977407063?ref=hl,,,
1011740,Carrboro Farmers' Market,http://www.carrborofarmersmarket.com,https://www.facebook.com/carrborofarmersmarket,https://twitter.com/carrboromarket,,
1004738,Carroll County Farmer's Market,http://www.carrollcountyfarmersmarket.com,https://www.facebook.com/pages/Carroll-County-Farmers-Market/192497340781195?ref=br_tf,,,
1004016,Carroll Farmers Market,http://www.mmdividercd.org,,,,
1006021,Carroll Gardens Greenmarket,http://www.grownyc.org/greenmarket/brooklyn/carroll-gardens,https://www.facebook.com/BrooklynGreenmarkets,https://twitter.com/NYCGreenmarkets,,
1008322,Carrollton Farmers Market,,https://www.facebook.com/CarrolltonFarmersMarket,,,
1019270,Carson  Farmers Market @ 3rd & Curry St. ,http://carsonfarmersmarket.com,Facebook@carsonfarmersmarket,Twitter@3rdcurryfm,,Instagram@carsonfarmersmarket
1000369,Carson Farmers Market,http://www.farmernet.com,,,,
1001264,Carthage Farm & Craft Farmers Market,http://www.carthage.ny.com,,,,
1012173,Cary Downtown Farmers Market,http://www.caryfarmersmarket.com,https://www.facebook.com/CaryDowntownFarmersMarket/,@CaryNCfarmermkt,,
1009997,Cary Farmers Market,http://www.carygrovechamber.com,https://www.facebook.com/CaryFarmersMarket,,,
1011489,Casa Larga Vineyards Farm to Table to Marketplace,http://www.casalarga.com/The-Winery/Events/Marketplace,,,,
1002636,Cascade Farmers Market,http://www.cascadeiowa.org,,,,
1002040,Cascade Locks Farmers & Artists market,http://www.windancefarmsandart.com,,,,
1000566,Casco Farmers' Market,http://www.cascofarmersmarket.org,www.facebook.com/cascofarmersmarket,https://twitter.com/CascoFMKT,,
1008997,Case Western Reserve University Farmers Market,http://students.case.edu/farm/food/farmermarket.html,https://www.facebook.com/CWRUFarm,https://twitter.com/CWRUFarm,,
1007668,Cass County Farmers' Market,http://www.cassfarmers.com,,,,
1009464,Cassopolis Farmers Market ,http://www.localharvest.org/cassopolis-farmers-market-M22415,,,,
1003586,Castine Farmers' Market,http://www.castinefarmersmarket.org/,,,,
1011711,Castle Hills Farm To Market,http://localfarmtomarket.com,https://www.facebook.com/Castle-Hills-Farm-To-Market-343343119195490,,,
1003143,"Castle Rock Farmers Market, aka Plum Creek Valley Farmers Market",http://www.douglascountyextension.org,,,,
1011460,Castro Certified Farmers' Market,http://pcfma.org,facebook.com/CastroFarmersMarket,twitter.com/PacCoastFarmers,,instagram.com/pcfma
1007358,Castro Valley Farmers' Market,http://www.urbanvillage@earthlink.net,,,,
1012399,"Caswell County Local Foods Council ""Caswell Farmers Market""",http://www.CaswellLocalFoods.org,www.facebook.com/CaswellLocalFoods/,www.twitter.com/eatwellcaswell,,www.instagram.com/localfoodincaswell
1008276,Catawba County Public Health Farmers Market,http://www.catawbacountync.gov/phealth/Adult/FarmersMarket.asp,https://www.facebook.com/catawbacountypublichealth,,,
1012444,Catawba Farms Farmers' Market,http://market.catawbafarms.com,https://www.facebook.com/CatawbaFarms,https://twitter.com/Catawba_Farms,,https://www.flickr.com/photos/141883075@N07/albums/72157666973763026
1019159,Catawba Valley Farmers Market,https://www.catawbafarmersmarket.com/,https://www.facebook.com/Catawba-Valley-Farmers-Market-129469157077509/,,,
1003681,Catonsville Farmers Market,http://www.catonsvillefarmersmarket.com,https://www.facebook.com/catonsvillefarmersmarket,,,
1002643,Catonsville Sunday Farmers Market,,http://www.facebook.com/pages/Lapeer-Farmers-Market/401206524993,,,
1008732,Cave City Farmer's Market,http://www.cavecityconventioncenter.com,https://www.facebook.com/pages/Cave-City-Kentucky-Tourism/570373322991295,,,
1010163,Cazenovia Farmers Market,http://www.cazenoviachamber.com/,https://www.facebook.com/CazenoviaFarmersMarket,,,
1009351,CCC Farmers Market In Bonanza ,http://www.localharvest.org/ccc-farmers-market-in-bonanza-M56709,,,,
1006846,CCFA Buena Vista Farmers Market ,,https://www.facebook.com/pages/Central-Colorado-Foodshed-Alliance/148961155114184,,Buena Vista,
1006847,CCFA Salida Farmers Market ,,https://www.facebook.com/pages/Central-Colorado-Foodshed-Alliance/148961155114184,,http://www.youtube.com/watch?v=0KvOkZH2QQ0,
1005295,Cecil B. Moore Farmers' Market,http://thefoodtrust.org/farmers-markets/market/cecil-b-moore,,,,
1000690,Cedar City's Downtown Farmer's Market,http://www.extension.usu.edu/ironmg,https://www.facebook.com/ccdowntownfarmersmarket,,,
1012616,Cedar Falls Farmers Market,https://cedarfallsfarmersmarket.net/,https://www.facebook.com/Cedar-Falls-Farmers-Market-116358658381830/,CFFarmersMkt,,
1012484,Cedar Mill Farmers Market,http://www.cedarmillfarmersmarket.org,Cedar Mill Farmers market,,,
1006003,Cedar St. Greenmarket,http://www.cenyc.org,,,,
1003488,Cedar Valley Farmers Market,http://www.doylescedarhill.com/farmers-market,https://www.facebook.com/MurphyNCFarmersMarket,,,
1006849,Celebration Market in Sulphur Springs,http://www.sulphurspringsfarmersmarket.com,https://www.facebook.com/SulphurSpringsMarket,,,
1019405,Celina Farmers' Market ,http://www.celinafarmersmarket.com,https://www.facebook.com/CelinaFarmersMarket/,,,https://www.instagram.com/celinafarmersmarket/
1018734,Celina's Friday Night Market,http://celinamarketonthesquare.com/,https://www.facebook.com/FridayNightMarketCelina/,,,https://www.instagram.com/celinafridaynightmarket/
1004680,Centennial Lakes Farmers Market,http://www.CentennialLakesPark.com,,,,
1001940,Center City Green Market,http://www.centercitygreenmarket.com,,,,
2000001,Center for Design Practice - Mobile Farmers Market,http://www.realfoodfarm.org/get-food/mobilemarket/,https://www.facebook.com/rffpage,,,
1001036,Center Market,http://www.anchoragemarkets.com,,,,
1018800,Centerville Farmer's Market ,http://www.centervillega.org/events/event/centerville-farmers-market/,https://www.facebook.com/CenterParkatCenterville/,,,
1012117,Centerville Farmers Market,,https://www.facebook.com/Centerville-Farmers-Market-1239079762770121/,,,
1010090,Centerville Farmers Market,http://www.centervillefarmersmarket.com,https://www.facebook.com/pages/Centerville-Farmers-Market/185295434850051,,,
1012449,CentraCare Health - Long Prairie Farmers Market ,http://www.centracare.com/wellness/farmers-market/,https://www.facebook.com/CentraCareHealth/,,,
1012589,CentraCare Health Family Farmers Market,http://www.marketmonday.org/,https://www.facebook.com/pages/Market-MondaySartell-Saturday-Winter-Market/204582149559040,,https://www.youtube.com/user/marketmondays,
1005208,Central Ave Farmers Market,http://www.farmernet.com,,,,
1005931,Central City Market,http://www.centralcitymarket.com,,,,
1019465,Central Falls Farmers Market,https://www.farmfreshri.org/,https://www.facebook.com/farmfreshri/,https://twitter.com/FarmFreshRI?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,
